Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-05-31,34.14984116607737,34.824671990413464,33.7140658831066,33.73149871826172,38972000,0.0,0
2019-06-03,33.843554299602026,34.23201622778188,33.0193170905124,33.31315231323242,47864400,0.0,0
2019-06-04,33.955613866884754,35.661364535670856,33.733991136748365,35.60906982421875,64183600,0.0,0
2019-06-05,36.348633808549764,36.4034172828383,34.81719670367413,35.180755615234375,51161600,0.0,0
2019-06-06,35.22308729351251,36.049816952890644,35.198188132477924,35.80329132080078,40814000,0.0,0
2019-06-07,35.86306140072207,36.57524286477132,35.67131921433911,36.23160171508789,34885600,0.0,0
2019-06-10,36.794376733893436,37.6484983421545,36.794376733893436,36.96121597290039,40278000,0.0,0
2019-06-11,37.561343191539066,37.93984626444168,37.14300068964098,37.53893280029297,38387200,0.0,0
2019-06-12,37.10315557400341,37.16540919073831,36.25401532982109,36.405914306640625,35889200,0.0,0
2019-06-13,36.62753780085373,37.10315635463338,36.450739653416036,36.91888427734375,30808000,0.0,0
2019-06-14,35.98508295476111,36.22911989324378,35.56922920811279,36.0174560546875,39442800,0.0,0
2019-06-17,36.000018476674576,36.48559586209135,35.770921854143815,36.11456298828125,27604000,0.0,0
2019-06-18,36.72962942243369,38.62462943818086,36.620062462312895,38.06932830810547,58192000,0.0,0
2019-06-19,38.42292836678114,38.5374728799259,37.86762723649717,38.12908935546875,33164400,0.0,0
2019-06-20,39.03799508698456,39.177442566383185,38.22869815150577,38.37312698364258,35016800,0.0,0
2019-06-21,38.223714633486914,38.71676213619034,37.725685778327474,37.790428161621094,43442800,0.0,0
2019-06-24,38.004590362628925,38.31088092200839,37.53146435006459,38.01455307006836,28294800,0.0,0
2019-06-25,38.06435193799907,38.816376699363815,37.693319010778815,37.72071075439453,31186800,0.0,0
2019-06-26,38.99815233445987,40.270616298798174,38.868663759318,39.65803909301758,58407200,0.0,0
2019-06-27,40.517148352303934,40.838375364725074,40.156074310876036,40.64663314819336,44544000,0.0,0
2019-06-28,41.08738734645628,41.179521484008895,40.42750052408902,40.89564514160156,39766800,0.0,0
2019-07-01,42.97242553654757,43.31606289438891,41.00272032163616,41.37873077392578,70975600,0.0,0
2019-07-02,41.21188795657975,41.42355174087277,40.2656323674335,40.39760971069336,40022800,0.0,0
2019-07-03,40.63168521692402,40.688957473512076,39.92697390447015,40.527099609375,24663600,0.0,0
2019-07-05,39.94191772597143,39.98674230443912,39.26459809314165,39.89958572387695,39655200,0.0,0
2019-07-08,39.30194784997326,39.49119744844887,38.84625098819121,39.147560119628906,32978800,0.0,0
2019-07-09,38.72423569411278,39.453850007351875,38.597239692678606,39.172462463378906,34286000,0.0,0
2019-07-10,39.608239567266544,40.43247682540905,39.468792077021895,39.85725402832031,45207600,0.0,0
2019-07-11,40.58935325051302,41.814503825182946,40.21583159483345,41.40612030029297,68256000,0.0,0
2019-07-12,41.68501761029348,42.449493799300534,41.68501761029348,41.73731231689453,50639200,0.0,0
2019-07-15,41.948976734991916,42.110834610777374,41.36877259924463,41.65264892578125,28984000,0.0,0
2019-07-16,41.50323839801528,41.87676007726746,41.04754149336853,41.6053352355957,34144400,0.0,0
2019-07-17,41.62276605851508,42.329970022670025,41.32893081539075,42.26024627685547,34820400,0.0,0
2019-07-18,42.36483731861974,43.00729517271585,41.797084573076134,42.37728500366211,44219200,0.0,0
2019-07-19,42.76077133571839,42.82551373949386,41.884239209434504,41.94400405883789,34489600,0.0,0
2019-07-22,42.15814546778992,42.790640473777955,42.08344037583005,42.661155700683594,31594000,0.0,0
2019-07-23,43.05459245181182,43.761796304731966,42.89771594823347,43.74187469482422,42817600,0.0,0
2019-07-24,44.17516527118381,44.54619819779091,43.41318160415406,44.48892593383789,36623600,0.0,0
2019-07-25,44.073064075311414,44.200060063108616,42.94004769122677,43.17412185668945,39270000,0.0,0
2019-07-26,43.44555287876581,44.063107671945495,43.44555287876581,43.59496307373047,27416000,0.0,0
2019-07-29,43.52274832254428,43.694568913052386,42.648708909559524,43.532711029052734,24816000,0.0,0
2019-07-30,43.06704296313115,43.81159744307503,42.92261414429629,43.689579010009766,19777200,0.0,0
2019-07-31,43.373334399309584,43.38329710496291,41.590393852914836,42.01371765136719,35941600,0.0,0
2019-08-01,42.11831203597614,43.024724656628884,40.54454238457958,41.06747055053711,42121200,0.0,0
2019-08-02,40.138641357421875,40.83339002796928,39.66302282759004,40.138641357421875,42834800,0.0,0
2019-08-05,38.29842512469452,38.31087660776184,37.07825197762115,37.54888916015625,58915600,0.0,0
2019-08-06,38.298425253717646,38.75412217797082,37.45924392779038,37.937355041503906,36127200,0.0,0
2019-08-07,37.327262334039226,38.44035716387547,37.15295298924961,38.320831298828125,37256000,0.0,0
2019-08-08,38.89854673069106,39.42147476664747,38.323320191650886,39.40902328491211,30930000,0.0,0
2019-08-09,38.9981583166958,39.0330201923134,37.88755205117598,38.39305114746094,34181600,0.0,0
2019-08-12,37.87011425156702,38.39304226484641,37.49410383728098,37.713233947753906,27920000,0.0,0
2019-08-13,37.69829912693442,39.3193819013768,37.30734839869544,38.858707427978516,35195600,0.0,0
2019-08-14,37.97470164681442,38.08675738354539,36.93133054772047,37.369598388671875,41988000,0.0,0
2019-08-15,37.5588562383549,37.758068591643024,36.70224577897767,37.0458869934082,47720000,0.0,0
2019-08-16,39.68045140646493,40.22578982285741,39.065385453167444,39.73274230957031,100796000,0.0,0
2019-08-19,40.86825413303923,42.68606054765785,40.70639624529387,42.52669143676758,81511200,0.0,0
2019-08-20,42.47190872683054,42.47689008029131,41.5903991472436,41.802059173583984,46318800,0.0,0
2019-08-21,42.46443879360303,43.19156061621612,42.24779741279615,42.63874816894531,42724400,0.0,0
2019-08-22,42.73585826959394,43.161674646724016,42.30755311586576,42.70099639892578,30348800,0.0,0
2019-08-23,41.9340332537175,42.47937552528613,40.25069688365292,40.44990921020508,56805600,0.0,0
2019-08-26,41.2392870447555,41.48083138765093,40.81596320038987,41.19944381713867,31820800,0.0,0
2019-08-27,41.58292832892171,41.61032007301369,39.996703547765186,40.29054260253906,29096800,0.0,0
2019-08-28,40.02632138985608,40.71428020107268,39.632488656232795,40.185848236083984,25561200,0.04,0
2019-08-29,41.103129760318986,41.95061928529256,41.06823337892374,41.62657928466797,35797600,0.0,0
2019-08-30,42.09020405933794,42.58872595803747,41.57174082828,41.753700256347656,29061600,0.0,0
2019-09-03,41.023371006491814,41.35488855387086,40.69185345911277,40.921173095703125,29614000,0.0,0
2019-09-04,41.529363805412544,42.14005232478692,41.529363805412544,42.06527328491211,22772800,0.0,0
2019-09-05,43.08973694747553,44.86447740463901,43.07229065966988,44.802162170410156,69567600,0.0,0
2019-09-06,44.56785941227683,45.1386653244103,44.14909903106048,44.53046798706055,37697600,0.0,0
2019-09-09,44.842045752051064,45.85903093817553,44.82709070280842,44.99160385131836,41752400,0.0,0
2019-09-10,44.66257459117332,45.92632941621926,44.565362974125186,45.65961837768555,35281200,0.0,0
2019-09-11,45.80668827286425,46.42984068087299,45.515053402326615,45.94627380371094,36151200,0.0,0
2019-09-12,46.412388184159155,46.960761514123085,45.85155104599644,45.93131637573242,32784000,0.0,0
2019-09-13,45.263297302821655,45.6346975064674,44.911838432601904,45.35054016113281,32459200,0.0,0
2019-09-16,44.5977665980016,45.265787890031234,44.49307746038757,44.919315338134766,23183200,0.0,0
2019-09-17,44.98661539919668,45.17605615626219,44.520498637634425,45.13368225097656,22304800,0.0,0
2019-09-18,45.063881179932956,45.220916780553324,43.99455347990351,44.86198043823242,25815200,0.0,0
2019-09-19,44.921804508589936,45.10625896355628,43.997044797142586,44.10422897338867,24547600,0.0,0
2019-09-20,44.09425871012304,44.3310596455664,42.94267438584106,43.04487228393555,35024400,0.0,0
2019-09-23,43.04736932796941,44.03693569623816,43.00998170334288,43.580787658691406,24971200,0.0,0
2019-09-24,43.894856898063836,44.191474247757775,42.64855208895834,43.0049934387207,31726800,0.0,0
2019-09-25,43.00000820914128,44.62269954458372,42.55134150959569,44.42578125,30843200,0.0,0
2019-09-26,44.32856800994506,44.41581086691245,43.69295180418084,44.20393753051758,23456400,0.0,0
2019-09-27,43.785180778379015,44.29367145899985,42.20486721808344,42.81306076049805,36205600,0.0,0
2019-09-30,43.07229629888008,43.49105290208179,42.75822504305825,43.388858795166016,18618400,0.0,0
2019-10-01,43.62066367576862,45.116229287509256,43.32404255422619,43.371402740478516,36600800,0.0,0
2019-10-02,43.15205574340995,43.27170374146737,42.406767914706734,43.13211441040039,29337200,0.0,0
2019-10-03,43.176980422738566,45.255815753931124,42.87288177101936,45.19350051879883,45058800,0.0,0
2019-10-04,45.215936395644896,45.65214307345511,44.56287390081784,45.35801696777344,26552400,0.0,0
2019-10-07,46.00858904451181,46.94580889692559,45.9213461860224,45.94627380371094,48098400,0.0,0
2019-10-08,45.02649824626284,45.02649824626284,43.99455805645227,44.176517486572266,44443600,0.0,0
2019-10-09,44.9467375062892,45.539975996493645,44.65759388389894,45.043949127197266,29241200,0.0,0
2019-10-10,45.02151073858327,46.13321622851115,44.969168069967445,45.622230529785156,30912400,0.0,0
2019-10-11,46.4647317080901,47.19506442045685,46.27529096370117,46.360042572021484,44640400,0.0,0
2019-10-14,46.272802074224664,46.70402244781261,45.96122589030443,46.49464416503906,20004000,0.0,0
2019-10-15,47.39946034434873,49.67521009610604,47.25987482920191,48.94736862182617,66412400,0.0,0
2019-10-16,48.60588435250952,49.657765846360526,48.29430817076267,48.40896987915039,42894400,0.0,0
2019-10-17,48.85514720856195,49.30630892882846,47.88303100486176,48.42890930175781,26343600,0.0,0
2019-10-18,48.43389482665665,48.760426064232185,46.736428357267926,47.481719970703125,30744000,0.0,0
2019-10-21,48.09739642884394,48.99224236081817,47.90795566539464,48.85763931274414,26186800,0.0,0
2019-10-22,49.428447134204006,50.482819887501456,48.680664284377684,48.7579345703125,32872000,0.0,0
2019-10-23,47.93537363615871,48.770399356579226,47.61631991810784,48.628318786621094,27991600,0.0,0
2019-10-24,49.04208874401161,49.406011381004376,48.700602481668675,49.06950759887695,23202000,0.0,0
2019-10-25,49.87712161581546,51.19321923307446,49.799847520246146,50.98383712768555,42309200,0.0,0
2019-10-28,51.42253847949839,52.07061471450335,51.128408559362946,51.544673919677734,33079200,0.0,0
2019-10-29,51.40508162121943,51.46989189858532,50.38560530867795,50.58002853393555,21123600,0.0,0
2019-10-30,50.849236549415025,50.90656550605713,49.916999176777715,50.5999755859375,20596000,0.0,0
2019-10-31,50.39059885284651,50.59997715584285,49.306312106710216,50.106441497802734,20973200,0.0,0
2019-11-01,49.752484450790455,50.82181219495708,49.50072847071626,50.497772216796875,28364000,0.0,0
2019-11-04,51.31036714116341,52.59405948883564,51.078552484121325,52.46942901611328,37671600,0.0,0
