Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-05-31,1287.699951171875,1306.4000244140625,1287.5,1305.800048828125,2814,0,0
2019-06-03,1307.0,1327.800048828125,1307.0,1322.699951171875,812,0,0
2019-06-04,1324.300048828125,1328.5999755859375,1320.800048828125,1323.4000244140625,302,0,0
2019-06-05,1328.9000244140625,1343.300048828125,1326.300048828125,1328.300048828125,622,0,0
2019-06-06,1330.800048828125,1338.699951171875,1326.199951171875,1337.5999755859375,161,0,0
2019-06-07,1333.0999755859375,1347.699951171875,1329.800048828125,1341.199951171875,240,0,0
2019-06-10,1335.800048828125,1336.5,1324.0999755859375,1324.699951171875,268,0,0
2019-06-11,1328.4000244140625,1328.4000244140625,1319.0999755859375,1326.4000244140625,201,0,0
2019-06-12,1326.9000244140625,1334.5,1326.9000244140625,1331.9000244140625,139,0,0
2019-06-13,1331.5999755859375,1341.0999755859375,1331.5999755859375,1339.199951171875,157,0,0
2019-06-14,1345.4000244140625,1355.4000244140625,1339.300048828125,1340.0999755859375,914,0,0
2019-06-17,1339.0,1340.300048828125,1335.0,1338.699951171875,76,0,0
2019-06-18,1349.300048828125,1349.300048828125,1341.5999755859375,1346.5999755859375,29,0,0
2019-06-19,1344.0,1344.5999755859375,1344.0,1344.5999755859375,129,0,0
2019-06-20,1381.5,1392.9000244140625,1379.5,1392.9000244140625,76,0,0
2019-06-21,1406.0,1406.0,1390.300048828125,1396.199951171875,35,0,0
2019-06-24,1406.0,1420.5999755859375,1402.0999755859375,1414.300048828125,125,0,0
2019-06-25,1418.0999755859375,1433.300048828125,1414.9000244140625,1414.9000244140625,105,0,0
2019-06-26,1407.199951171875,1413.300048828125,1405.800048828125,1411.5999755859375,1333,0,0
2019-06-27,1407.0,1410.800048828125,1399.800048828125,1408.4000244140625,437,0,0
2019-06-28,1408.300048828125,1422.0,1408.300048828125,1409.699951171875,356,0,0
2019-07-01,1386.5999755859375,1395.800048828125,1382.800048828125,1385.5999755859375,214,0,0
2019-07-02,1391.0999755859375,1418.4000244140625,1390.800048828125,1404.5999755859375,38,0,0
2019-07-05,1418.300048828125,1418.300048828125,1390.199951171875,1396.699951171875,20,0,0
2019-07-08,1395.9000244140625,1397.0,1393.5999755859375,1397.0,14,0,0
2019-07-09,1394.5,1397.5,1386.199951171875,1397.5,53,0,0
2019-07-10,1409.9000244140625,1410.0999755859375,1409.9000244140625,1410.0999755859375,50,0,0
2019-07-11,1424.0,1424.0,1404.300048828125,1404.300048828125,6,0,0
2019-07-12,1405.5999755859375,1410.0999755859375,1405.5999755859375,1409.9000244140625,8,0,0
2019-07-15,1414.4000244140625,1415.0,1411.4000244140625,1411.4000244140625,25,0,0
2019-07-16,1413.5999755859375,1413.699951171875,1405.0,1409.199951171875,13,0,0
2019-07-17,1404.5999755859375,1421.300048828125,1404.5999755859375,1421.300048828125,6,0,0
2019-07-18,1422.300048828125,1444.199951171875,1419.5,1426.0999755859375,66,0,0
2019-07-19,1440.5,1442.0,1425.0999755859375,1425.0999755859375,22,0,0
