Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-05-31,2.2929999828338623,2.2950000762939453,2.2899999618530273,2.2929999828338623,0,0,0
2019-06-03,2.2799999713897705,2.2829999923706055,2.2750000953674316,2.2799999713897705,0,0,0
2019-06-04,2.2950000762939453,2.299999952316284,2.2929999828338623,2.2950000762939453,0,0,0
2019-06-05,2.2829999923706055,2.2850000858306885,2.2780001163482666,2.2850000858306885,0,0,0
2019-06-06,2.2780001163482666,2.2780001163482666,2.247999906539917,2.255000114440918,0,0,0
2019-06-07,2.253000020980835,2.253000020980835,2.203000068664551,2.2149999141693115,0,0,0
2019-06-10,2.2279999256134033,2.2279999256134033,2.2200000286102295,2.2200000286102295,0,0,0
2019-06-11,2.2249999046325684,2.2279999256134033,2.2130000591278076,2.2130000591278076,0,0,0
2019-06-12,2.203000068664551,2.2049999237060547,2.1600000858306885,2.1649999618530273,0,0,0
2019-06-13,2.1630001068115234,2.1630001068115234,2.138000011444092,2.140000104904175,0,0,0
2019-06-14,2.130000114440918,2.1429998874664307,2.119999885559082,2.125,0,0,0
2019-06-17,2.125,2.138000011444092,2.125,2.138000011444092,0,0,0
2019-06-18,2.1630001068115234,2.1700000762939453,2.1630001068115234,2.1679999828338623,0,0,0
2019-06-19,2.1649999618530273,2.1679999828338623,2.119999885559082,2.125,0,0,0
2019-06-20,2.0899999141693115,2.1050000190734863,2.069999933242798,2.078000068664551,0,0,0
2019-06-21,2.069999933242798,2.069999933242798,2.055000066757202,2.055000066757202,0,0,0
2019-06-24,2.058000087738037,2.065000057220459,2.058000087738037,2.058000087738037,0,0,0
2019-06-25,2.072999954223633,2.0850000381469727,2.069999933242798,2.0829999446868896,0,0,0
2019-06-26,2.0850000381469727,2.0980000495910645,2.0850000381469727,2.0929999351501465,0,0,0
2019-06-27,2.0880000591278076,2.0950000286102295,2.0829999446868896,2.0850000381469727,0,0,0
2019-06-28,2.075000047683716,2.075000047683716,2.0350000858306885,2.0350000858306885,0,0,0
2019-07-01,2.055000066757202,2.069999933242798,2.052999973297119,2.065000057220459,0,0,0
2019-07-02,2.1429998874664307,2.1480000019073486,2.125,2.1480000019073486,0,0,0
2019-07-05,2.1429998874664307,2.174999952316284,2.1429998874664307,2.1630001068115234,0,0,0
2019-07-08,2.1600000858306885,2.180000066757202,2.1579999923706055,2.177999973297119,0,0,0
2019-07-09,2.200000047683716,2.2079999446868896,2.194999933242798,2.194999933242798,0,0,0
2019-07-10,2.203000068664551,2.203000068664551,2.125,2.130000114440918,0,0,0
2019-07-11,2.0980000495910645,2.118000030517578,2.0929999351501465,2.0980000495910645,0,0,0
2019-07-12,2.0899999141693115,2.0950000286102295,2.0880000591278076,2.0899999141693115,0,0,0
2019-07-15,2.0880000591278076,2.0929999351501465,2.0850000381469727,2.0850000381469727,0,0,0
2019-07-16,2.1029999256134033,2.1050000190734863,2.0999999046325684,2.1029999256134033,0,0,0
2019-07-17,2.0980000495910645,2.0980000495910645,2.072999954223633,2.072999954223633,0,0,0
2019-07-18,2.065000057220459,2.065000057220459,2.013000011444092,2.013000011444092,0,0,0
2019-07-19,2.003000020980835,2.0199999809265137,1.9930000305175781,2.013000011444092,0,0,0
2019-07-22,2.0329999923706055,2.0329999923706055,2.015000104904175,2.0250000953674316,0,0,0
2019-07-23,2.0329999923706055,2.0380001068115234,2.0280001163482666,2.0329999923706055,0,0,0
2019-07-24,2.0329999923706055,2.0429999828338623,2.0299999713897705,2.0399999618530273,0,0,0
2019-07-25,2.0380001068115234,2.059999942779541,2.0329999923706055,2.059999942779541,0,0,0
2019-07-26,2.052999973297119,2.062999963760376,2.049999952316284,2.062999963760376,0,0,0
2019-07-29,2.065000057220459,2.072999954223633,2.049999952316284,2.049999952316284,0,0,0
2019-07-30,2.052999973297119,2.058000087738037,2.0380001068115234,2.0399999618530273,0,0,0
2019-07-31,2.0280001163482666,2.0350000858306885,1.968000054359436,2.0299999713897705,0,0,0
2019-08-01,2.0230000019073486,2.0480000972747803,2.0199999809265137,2.0299999713897705,0,0,0
2019-08-02,2.0179998874664307,2.0199999809265137,1.9980000257492065,2.0,0,0,0
2019-08-05,1.9780000448226929,1.9780000448226929,1.9529999494552612,1.9529999494552612,0,0,0
2019-08-06,1.9900000095367432,1.9980000257492065,1.9880000352859497,1.9950000047683716,0,0,0
2019-08-07,1.9730000495910645,1.975000023841858,1.9630000591278076,1.968000054359436,0,0,0
2019-08-08,1.9730000495910645,1.9850000143051147,1.9700000286102295,1.9700000286102295,0,0,0
2019-08-09,1.9630000591278076,1.9630000591278076,1.9429999589920044,1.9500000476837158,0,0,0
2019-08-12,1.9450000524520874,1.9500000476837158,1.9279999732971191,1.9279999732971191,0,0,0
2019-08-13,1.940000057220459,1.9579999446868896,1.937999963760376,1.9550000429153442,0,0,0
2019-08-14,1.937999963760376,1.937999963760376,1.899999976158142,1.9079999923706055,0,0,0
2019-08-15,1.8630000352859497,1.8830000162124634,1.843000054359436,1.843000054359436,0,0,0
2019-08-16,1.8450000286102295,1.8450000286102295,1.8229999542236328,1.8229999542236328,0,0,0
2019-08-19,1.8279999494552612,1.8530000448226929,1.8279999494552612,1.8530000448226929,0,0,0
2019-08-20,1.8880000114440918,1.899999976158142,1.8830000162124634,1.899999976158142,0,0,0
2019-08-21,1.9079999923706055,1.9299999475479126,1.9079999923706055,1.9279999732971191,0,0,0
2019-08-22,1.934999942779541,1.940000057220459,1.934999942779541,1.937999963760376,0,0,0
2019-08-23,1.9249999523162842,1.9249999523162842,1.8980000019073486,1.909999966621399,0,0,0
2019-08-26,1.9249999523162842,1.940000057220459,1.9229999780654907,1.9329999685287476,0,0,0
2019-08-27,1.9450000524520874,1.9529999494552612,1.9429999589920044,1.9429999589920044,0,0,0
2019-08-28,1.9429999589920044,1.9450000524520874,1.940000057220459,1.940000057220459,0,0,0
2019-08-29,1.934999942779541,1.9429999589920044,1.9299999475479126,1.940000057220459,0,0,0
2019-08-30,1.9299999475479126,1.9329999685287476,1.9299999475479126,1.9329999685287476,0,0,0
2019-09-03,1.9299999475479126,1.9299999475479126,1.9049999713897705,1.909999966621399,0,0,0
2019-09-04,1.9129999876022339,1.9149999618530273,1.8980000019073486,1.9049999713897705,0,0,0
