Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-05-31,61.95812242563233,63.89843229641977,61.722647647677746,62.93769836425781,15060300,0.0,0
2019-06-03,63.192004632143544,64.17158051914237,62.42906869133812,62.78699493408203,13620700,0.0,0
2019-06-04,63.681800131236656,64.52008977384668,62.82466848198372,64.47299194335938,15866700,0.0,0
2019-06-05,64.67260586916646,64.94825423276484,62.57198273809443,63.70308303833008,11779200,0.62,0
2019-06-06,63.60803402279297,64.60607095745686,62.99020197999176,64.244873046875,10781700,0.0,0
2019-06-07,64.33992722396893,65.3759780811835,63.9692294629651,65.29043579101562,10495600,0.0,0
2019-06-10,65.5850973288575,67.92334775471315,65.5850973288575,67.04888153076172,15229200,0.0,0
2019-06-11,68.03740244076528,68.64572732092005,66.79223133298834,67.71422576904297,11839500,0.0,0
2019-06-12,66.08884584178354,66.88727664395586,65.77517633907999,66.1458740234375,9396200,0.0,0
2019-06-13,66.50708401717134,67.00134526950401,65.94628020499292,66.46906280517578,6790500,0.0,0
2019-06-14,64.96725607434026,65.69915169780901,64.53953013985921,65.3189468383789,12119500,0.0,0
2019-06-17,65.67062962860834,66.51658887614673,65.49003794251303,65.68964385986328,9411100,0.0,0
2019-06-18,66.24093900582592,68.8073090287686,66.2219247750106,68.39859008789062,14508000,0.0,0
2019-06-19,68.78829523298258,69.02592233199574,67.29599734125199,68.24650573730469,11999300,0.0,0
2019-06-20,69.56772497036685,70.02396502565476,68.65523760798614,69.1399917602539,9871800,0.0,0
2019-06-21,68.7312673430536,69.54870523353846,68.7312673430536,69.12097930908203,15244500,0.0,0
2019-06-24,69.35860851741904,69.81484855030217,68.6267128891207,69.5392074584961,8893000,0.0,0
2019-06-25,69.60574244912223,70.47070143559311,68.9308750150501,68.95939636230469,8953400,0.0,0
2019-06-26,70.10950804678436,71.94398971716318,70.0049515330474,71.24060821533203,13808000,0.0,0
2019-06-27,71.61131934568894,72.1436091293573,71.44973461305997,71.69686889648438,11151900,0.0,0
2019-06-28,71.91548627350781,72.65688184304,71.1075481382842,72.30519104003906,29217500,0.0,0
2019-07-01,76.67752954210322,76.76307908985406,73.26520703680013,73.68342590332031,17693000,0.0,0
2019-07-02,73.45530356521,73.64540963659717,72.82797165914519,73.19866943359375,7075600,0.0,0
2019-07-03,73.25568943738529,73.40777427748833,72.28617396304351,72.83746337890625,5290400,0.0,0
2019-07-05,70.5277322460439,72.92301787807682,70.43268284041191,72.8659896850586,9220800,0.0,0
2019-07-08,72.21963865844951,73.21766822735954,72.17211033296624,72.83746337890625,7924900,0.0,0
2019-07-09,72.65687231749375,73.03706991739466,72.08656141403364,72.76142883300781,7506500,0.0,0
2019-07-10,73.02757450644981,73.10361693178837,70.41367596282693,70.67981719970703,15075700,0.0,0
2019-07-11,70.8319061979564,72.02954920846511,69.67229165804191,70.06199645996094,14298400,0.0,0
2019-07-12,70.57527546035348,71.2691500462467,70.01447877257934,71.19310760498047,8028100,0.0,0
2019-07-15,71.430727630553,72.1436091293573,71.08854393098248,71.69686889648438,8898200,0.0,0
2019-07-16,71.39269769670302,72.71390399969027,70.86041522983182,71.92498016357422,9909600,0.0,0
2019-07-17,74.68145522434547,75.47037904797784,71.96300023703253,72.01052856445312,20602300,0.0,0
